pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim, ,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
17 Sco b,17 Sco,1,1,1,Radial Velocity,2020,Lick Observatory,Published Confirmed,0,<a refstr=TALA_PINTO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...644A...1T/abstract target=ref>Tala Pinto et al. 2020</a>,578.38000000,2.01000000,-2.09000000,0,1.450000,0.020000,-0.020000,0,,,,,,,,,1373.01872,47.67426,-38.13941,0,4.32000,0.15000,-0.12000,0,Msini,0.060000,0.030000,-0.020000,0,,,,,,,,,0,<a refstr=TALA_PINTO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...644A...1T/abstract target=ref>Tala Pinto et al. 2020</a>,K3 III,4157.00,11.00,-10.00,0,25.92,0.78,-0.74,0,1.22,0.13,-0.14,0,-0.010,0.100,-0.100,0,[Fe/H],1.70,0.04,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h13m50.90s,243.4620874,-11d50m16.05s,-11.8377905,124.9530000,2.5900000,-2.5900000,5.2260600,0.0230000,-0.0230000,2.0940000,0.2440000,-0.2440000,4.7542900,0.0050550,-0.0050550,2021-10-25,2020-12,2021-10-25
18 Del b,18 Del,0,2,1,Radial Velocity,2008,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=SATO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008PASJ...60..539S/abstract target=ref> Sato et al. 2008 </a>,993.30000000,3.20000000,-3.20000000,0,2.600000,,,0,,,,,,,,,3273.50000,,,0,10.30000,,,0,Msini,0.080000,0.010000,-0.010000,0,,,,,,,,,0,<a refstr=SATO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008PASJ...60..539S/abstract target=ref> Sato et al. 2008 </a>,G6 III,4979.00,18.00,-18.00,0,8.50,,,0,2.30,,,0,-0.052,0.023,-0.023,0,[Fe/H],2.82,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h58m25.88s,314.6078375,+10d50m20.90s,10.8391378,76.2220000,0.6217000,-0.6217000,5.5104800,0.0230000,-0.0230000,3.3660000,0.2040000,-0.2040000,5.2747600,0.0026539,-0.0026539,2014-05-14,2008-06,2014-05-14
18 Del b,18 Del,1,2,1,Radial Velocity,2008,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,982.85000000,1.06000000,-0.92000000,0,2.476000,0.002000,-0.002000,0,,,,,,,,,2926.24614,50.85255,-24.47279,0,9.20700,0.16000,-0.07700,0,Msini,0.024000,0.007000,-0.018000,0,,,,,,,,,0,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,G6 III,4980.00,,,0,8.80,0.61,-0.40,0,2.10,0.13,-0.09,0,-0.060,0.100,-0.100,0,[Fe/H],2.87,0.03,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h58m25.88s,314.6078375,+10d50m20.90s,10.8391378,76.2220000,0.6217000,-0.6217000,5.5104800,0.0230000,-0.0230000,3.3660000,0.2040000,-0.2040000,5.2747600,0.0026539,-0.0026539,2023-09-19,2023-08,2023-09-19
18 Del b,18 Del,0,2,1,Radial Velocity,2008,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=KUNITOMO_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...737...66K/abstract target=ref> Kunitomo et al. 2011</a>,,,,,2.540000,0.040000,-0.040000,0,,,,,,,,,3127.30000,95.30000,-95.30000,0,9.84000,0.30000,-0.30000,0,Msini,,,,,,,,,,,,,0,<a refstr=KUNITOMO_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...737...66K/abstract target=ref> Kunitomo et al. 2011</a>,,,,,,,,,,2.10,0.10,-0.10,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h58m25.88s,314.6078375,+10d50m20.90s,10.8391378,76.2220000,0.6217000,-0.6217000,5.5104800,0.0230000,-0.0230000,3.3660000,0.2040000,-0.2040000,5.2747600,0.0026539,-0.0026539,2014-07-23,2011-08,2014-07-23
1RXS J160929.1-210524 b,1RXS J160929.1-210524,0,1,1,Imaging,2008,Gemini Observatory,Published Confirmed,0,<a refstr=LACHAPELLE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...61L/abstract target=ref>Lachapelle et al. 2015</a>,,,,,330.000000,,,0,,,,,,,,,4000.00000,300.00000,-300.00000,0,12.00000,1.00000,-1.00000,0,Mass,,,,,,,,,1700,100,-100,0,0,<a refstr=LACHAPELLE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...61L/abstract target=ref>Lachapelle et al. 2015</a>,,4060.00,300.00,-200.00,0,,,,,0.85,0.20,-0.10,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h09m30.30s,242.3762343,-21d04m59.31s,-21.0831403,139.1350000,1.3320000,-1.3070000,12.6180000,0.0690000,-0.0690000,8.9160000,0.0210000,-0.0210000,12.0572000,0.0022750,-0.0022750,2015-04-01,2015-03,2015-04-01
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,1,Imaging,2008,Gemini Observatory,Published Confirmed,0,<a refstr=LACHAPELLE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...61L/abstract target=ref>Lachapelle et al. 2015</a>,,,,,330.000000,,,0,,,,,,,,,3000.00000,300.00000,-300.00000,0,8.00000,1.00000,-1.00000,0,Mass,,,,,,,,,1700,100,-100,0,0,<a refstr=LACHAPELLE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...61L/abstract target=ref>Lachapelle et al. 2015</a>,K7 V,4060.00,300.00,-200.00,0,,,,,0.85,0.20,-0.10,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h09m30.30s,242.3762343,-21d04m59.31s,-21.0831403,139.1350000,1.3320000,-1.3070000,12.6180000,0.0690000,-0.0690000,8.9160000,0.0210000,-0.0210000,12.0572000,0.0022750,-0.0022750,2015-04-01,2015-03,2015-04-01
1RXS J160929.1-210524 b,1RXS J160929.1-210524,0,1,1,Imaging,2008,Gemini Observatory,Published Confirmed,0,<a refstr=LAFRENIERE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...719..497L/abstract target=ref> Lafreniere et al. 2010 </a>,,,,,330.000000,,,0,,,,,,,,,3000.00000,1000.00000,-700.00000,0,8.00000,3.00000,-2.00000,0,Mass,,,,,,,,,1800,200,-200,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3993.00,142.70,-159.97,0,1.31,0.18,-0.10,0,0.62,0.06,-0.11,0,,,,,,4.00,0.14,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h09m30.30s,242.3762343,-21d04m59.31s,-21.0831403,139.1350000,1.3320000,-1.3070000,12.6180000,0.0690000,-0.0690000,8.9160000,0.0210000,-0.0210000,12.0572000,0.0022750,-0.0022750,2015-04-01,2010-08,2015-04-01
1RXS J160929.1-210524 b,1RXS J160929.1-210524,0,1,1,Imaging,2008,Gemini Observatory,Published Confirmed,0,<a refstr=LAFRENIERE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...689L.153L/abstract target=ref> Lafreniere et al. 2008 </a>,,,,,330.000000,,,0,18.647,,,0,1.664,,,0,2543.00000,1271.00000,-636.00000,0,8.00000,4.00000,-2.00000,0,Mass,,,,,,,,,1800,200,-100,0,0,<a refstr=LAFRENIERE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...689L.153L/abstract target=ref> Lafreniere et al. 2008 </a>,K7 V,4060.00,300.00,-200.00,0,1.35,,,0,0.85,0.20,-0.10,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h09m30.30s,242.3762343,-21d04m59.31s,-21.0831403,139.1350000,1.3320000,-1.3070000,12.6180000,0.0690000,-0.0690000,8.9160000,0.0210000,-0.0210000,12.0572000,0.0022750,-0.0022750,2014-05-14,2008-12,2014-05-14
24 Boo b,24 Boo,0,1,1,Radial Velocity,2018,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=TAKARADA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018PASJ...70...59T/abstract target=ref>Takarada et al. 2018</a>,30.35060000,0.00780000,-0.00770000,0,0.190000,0.012000,-0.009000,0,,,,,,,,,289.22530,41.31790,-31.78300,0,0.91000,0.13000,-0.10000,0,Msini,0.042000,0.048000,-0.029000,0,,,,,,,,,0,<a refstr=TAKARADA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018PASJ...70...59T/abstract target=ref>Takarada et al. 2018</a>,G3 IV,4893.00,15.00,-15.00,0,10.64,0.84,-0.59,0,0.99,0.19,-0.13,0,-0.770,0.030,-0.030,0,[Fe/H],2.42,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h28m37.33s,217.1555242,+49d50m40.74s,49.8446488,95.9863000,0.6368500,-0.6368500,5.5900000,0.0010000,-0.0010000,3.1590000,0.2800000,-0.2800000,5.3339000,0.0019998,-0.0019998,2018-04-25,2018-08,2018-04-26
24 Boo b,24 Boo,1,1,1,Radial Velocity,2018,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,30.33000000,0.00000000,-0.01000000,0,0.194000,0.000000,0.000000,0,,,,,,,,,280.64248,11.44182,-13.66662,0,0.88300,0.03600,-0.04300,0,Msini,0.032000,0.039000,-0.023000,0,,,,,,,,,0,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,G3 IV,4816.00,,,0,12.19,1.45,-1.28,0,1.05,0.27,-0.18,0,-0.780,0.100,-0.100,0,[Fe/H],2.28,0.09,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h28m37.33s,217.1555242,+49d50m40.74s,49.8446488,95.9863000,0.6368500,-0.6368500,5.5900000,0.0010000,-0.0010000,3.1590000,0.2800000,-0.2800000,5.3339000,0.0019998,-0.0019998,2023-09-19,2023-08,2023-09-19
24 Sex b,24 Sex,1,1,2,Radial Velocity,2010,Lick Observatory,Published Confirmed,0,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1007.4552J/abstract target=ref> Johnson et al. 2010 </a>,452.80000000,2.10000000,-4.50000000,0,1.333000,0.004000,-0.009000,0,,,,,,,,,632.46000,82.63000,-120.77000,0,1.99000,0.26000,-0.38000,0,Msini,0.090000,0.140000,-0.060000,0,,,,,,,,,0,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1007.4552J/abstract target=ref> Johnson et al. 2010 </a>,,5098.00,44.00,-44.00,0,4.90,0.08,-0.08,0,1.54,0.08,-0.08,0,-0.030,0.040,-0.040,0,[Fe/H],3.50,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,72.0691000,0.6854000,-0.6728000,6.4535000,0.0230000,-0.0230000,4.2850000,0.0160000,-0.0160000,6.2037400,0.0004976,-0.0004976,2014-05-14,2011-01,2014-05-14
24 Sex c,24 Sex,1,1,2,Radial Velocity,2010,Lick Observatory,Published Confirmed,0,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1007.4552J/abstract target=ref> Johnson et al. 2010 </a>,883.00000000,32.40000000,-13.80000000,0,2.080000,0.050000,-0.020000,0,,,,,,,,,273.32000,111.24000,-69.92000,0,0.86000,0.35000,-0.22000,0,Msini,0.290000,0.160000,-0.090000,0,,,,,,,,,0,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1007.4552J/abstract target=ref> Johnson et al. 2010 </a>,,5098.00,44.00,-44.00,0,4.90,0.08,-0.08,0,1.54,0.08,-0.08,0,-0.030,0.040,-0.040,0,[Fe/H],3.50,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,72.0691000,0.6854000,-0.6728000,6.4535000,0.0230000,-0.0230000,4.2850000,0.0160000,-0.0160000,6.2037400,0.0004976,-0.0004976,2014-05-14,2011-01,2014-05-14
2M0437 b,2MASS J04372171+2651014,1,1,1,Imaging,2021,Subaru Telescope,Published Confirmed,0,<a refstr=GAIDOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2819G/abstract target=ref>Gaidos et al. 2021</a>,,,,,118.000000,1.300000,-1.300000,0,,,,,,,,,1271.31363,317.82841,-317.82841,0,4.00000,1.00000,-1.00000,0,Mass,,,,,,,,,1450,50,-50,0,0,<a refstr=GAIDOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2819G/abstract target=ref>Gaidos et al. 2021</a>,M V,3100.00,100.00,-100.00,0,0.84,0.11,-0.11,0,0.17,0.01,-0.02,0,0.010,0.050,-0.050,0,[Fe/H],4.50,0.50,-0.50,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h37m21.73s,69.3405531,+26d51m01.08s,26.8502997,128.4840000,1.1960000,-1.1740000,16.1860000,1.1330000,-1.1330000,10.3860000,0.0180000,-0.0180000,14.3374000,0.0007720,-0.0007720,2021-12-13,2021-10,2021-12-13
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,1,2,1,Imaging,2013,Paranal Observatory,Published Confirmed,0,<a refstr=DELORME_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...553L...5D/abstract target=ref>Delorme et al. 2013</a>,,,,,84.000000,,,0,,,,,,,,,4131.79000,317.83000,-317.83000,0,13.00000,1.00000,-1.00000,0,Mass,,,,,,,,,,,,,0,<a refstr=DELORME_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...553L...5D/abstract target=ref>Delorme et al. 2013</a>,M5.5/M6,,,,,,,,,0.19,0.02,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h03m35.82s,15.8992489,-55d15m56.98s,-55.2658291,,,,15.7880000,0.2750000,-0.2750000,9.2370010,0.0220000,-0.0220000,,,,2020-09-08,2013-05,2020-09-03
2MASS J01225093-2439505 b,2MASS J01225093-2439505,0,1,1,Imaging,2013,W. M. Keck Observatory,Published Confirmed,0,<a refstr=HINKLEY_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...805L..10H/abstract target=ref>Hinkley et al. 2015</a>,,,,,,,,,11.209,,,0,1.000,,,0,,,,,,,,,,,,,,,,,,1600,100,-100,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3309.00,157.00,-157.00,0,0.37,0.01,-0.01,0,0.35,0.02,-0.02,0,,,,,,4.86,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h22m51.07s,20.7128012,-24d39m52.61s,-24.6646128,33.8281000,0.0864000,-0.0860000,14.2440000,0.0740000,-0.0740000,9.1980000,0.0260000,-0.0260000,12.9025000,0.0011510,-0.0011510,2015-09-02,2015-05,2015-09-03
2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,1,1,Imaging,2013,W. M. Keck Observatory,Published Confirmed,0,<a refstr=BOWLER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...774...55B/abstract target=ref> Bowler et al. 2013 </a>,,,,,52.000000,6.000000,-6.000000,0,,,,,,,,,7786.50000,794.50000,-794.50000,0,24.50000,2.50000,-2.50000,0,Mass,,,,,,,,,,,,,0,<a refstr=BOWLER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...774...55B/abstract target=ref> Bowler et al. 2013 </a>,M3.5 V,3530.00,50.00,-50.00,0,,,,,0.40,0.05,-0.05,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h22m51.07s,20.7128012,-24d39m52.61s,-24.6646128,33.8281000,0.0864000,-0.0860000,14.2440000,0.0740000,-0.0740000,9.1980000,0.0260000,-0.0260000,12.9025000,0.0011510,-0.0011510,2014-05-14,2013-09,2014-05-14
2MASS J02192210-3925225 b,2MASS J02192210-3925225,1,1,1,Imaging,2015,Cerro Tololo Inter-American Observatory,Published Confirmed,0,<a refstr=ARTIGAU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..254A/abstract target=ref>Artigau et al. 2015</a>,,,,,156.000000,10.000000,-10.000000,0,16.141,0.336,-0.336,0,1.440,0.030,-0.030,0,4417.83700,349.61300,-349.61300,0,13.90000,1.10000,-1.10000,0,Mass,,,,,,,,,,,,,0,<a refstr=ARTIGAU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..254A/abstract target=ref>Artigau et al. 2015</a>,M6,3064.00,76.00,-76.00,0,0.28,0.01,-0.01,0,0.11,0.01,-0.01,0,,,,,,4.59,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h19m22.25s,34.8427046,-39d25m23.08s,-39.4230767,,,,,,,10.4040000,0.0250000,-0.0250000,15.0123000,0.0006240,-0.0006240,2015-05-14,2015-06,2015-05-14
2MASS J0249-0557 c,2MASS J0249-0557 A,1,2,1,Imaging,2018,Mauna Kea Observatory,Published Confirmed,0,<a refstr=DUPUY_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...57D/abstract target=ref>Dupuy et al. 2018</a>,,,,,1950.000000,200.000000,-200.000000,0,,,,,,,,,3686.80952,413.17693,-317.82841,0,11.60000,1.30000,-1.00000,0,Mass,,,,,,,,,,,,,0,<a refstr=DUPUY_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...57D/abstract target=ref>Dupuy et al. 2018</a>,M6 V,,,,,,,,,0.05,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h49m56.44s,42.4851627,-05d57m35.97s,-5.9599921,66.0613000,0.4543000,-0.4482000,18.3000000,0.2000000,-0.2000000,11.0550000,0.0210000,-0.0210000,15.6894000,0.0012240,-0.0012240,2024-05-13,2018-08,2024-05-13
2MASS J03590986+2009361 b,2MASS J03590986+2009361,1,1,1,Imaging,2024,European Space Agency (ESA) Gaia Satellite,Published Confirmed,0,<a refstr=MICHEL__AMP__MUGRAUER_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.3183M/abstract target=ref>Michel &amp; Mugrauer 2024</a>,,,,,572.000000,7.000000,-7.000000,0,,,,,,,,,5720.91133,317.82841,-317.82841,0,18.00000,1.00000,-1.00000,0,Mass,,,,,,,,,2369,21,-5,0,0,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h59m09.86s,59.7911026,+20d09m35.91s,20.1599759,117.4350000,2.3200000,-2.2330000,,,,12.5330000,0.0280000,-0.0280000,16.9967000,0.0010820,-0.0010820,2024-05-08,2024-01,2024-05-08
2MASS J04414489+2301513 b,2MASS J04414489+2301513,1,1,1,Imaging,2010,Hubble Space Telescope,Published Confirmed,0,<a refstr=TODOROV_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...714L..84T/abstract target=ref> Todorov et al. 2010 </a>,,,,,15.000000,,,0,,,,,,,,,2383.60000,794.50000,-794.50000,0,7.50000,2.50000,-2.50000,0,Mass,,,,,,,,,,,,,0,<a refstr=TODOROV_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...714L..84T/abstract target=ref> Todorov et al. 2010 </a>,M8.5,,,,,,,,,0.02,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h41m44.91s,70.4371079,+23d01m51.08s,23.0308544,,,,,,,13.1610000,0.0250000,-0.0250000,18.9668000,0.0068330,-0.0068330,2014-05-14,2010-05,2014-05-14
2MASS J11011926-7732383 b,2MASS J11011926-7732383,1,1,1,Imaging,2024,European Space Agency (ESA) Gaia Satellite,Published Confirmed,0,<a refstr=MICHEL__AMP__MUGRAUER_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.3183M/abstract target=ref>Michel &amp; Mugrauer 2024</a>,,,,,266.000000,8.000000,-8.000000,0,,,,,,,,,8899.19540,3178.28407,-2224.79885,0,28.00000,10.00000,-7.00000,0,Mass,,,,,,,,,2677,78,-76,0,0,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h01m19.09s,165.3295388,-77d32m38.73s,-77.5440912,,,,,,,11.6320000,0.0260000,-0.0260000,18.3299000,0.0022940,-0.0022940,2024-05-08,2024-01,2024-05-08
2MASS J11550485-7919108 b,2MASS J11550485-7919108,1,1,1,Imaging,2024,European Space Agency (ESA) Gaia Satellite,Published Confirmed,0,<a refstr=MICHEL__AMP__MUGRAUER_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.3183M/abstract target=ref>Michel &amp; Mugrauer 2024</a>,,,,,587.000000,2.000000,-2.000000,0,,,,,,,,,6356.56814,317.82841,-317.82841,0,20.00000,1.00000,-1.00000,0,Mass,,,,,,,,,2506,2,-2,0,0,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h55m04.60s,178.7691634,-79d19m11.12s,-79.3197558,100.8620000,0.6030000,-0.5960000,16.9570000,0.3090000,-0.3090000,10.0790000,0.0210000,-0.0210000,14.8180000,0.0017250,-0.0017250,2024-05-07,2024-01,2024-05-07
2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,1,1,Imaging,2004,Paranal Observatory,Published Confirmed,0,<a refstr=CHAUVIN_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...425L..29C/abstract target=ref> Chauvin et al. 2004 </a>,,,,,55.000000,,,0,,,,,,,,,1589.15000,635.66000,-635.66000,0,5.00000,2.00000,-2.00000,0,Mass,,,,,,,,,1250,200,-200,0,0,<a refstr=CHAUVIN_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...425L..29C/abstract target=ref> Chauvin et al. 2004 </a>,M8,,,,,,,,,0.02,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h07m33.38s,181.8890906,-39d32m54.38s,-39.5484399,64.3080000,0.6569000,-0.6440000,,,,11.9450000,0.0260000,-0.0260000,17.4076000,0.0021540,-0.0021540,2016-02-24,2004-10,2016-02-25
2MASS J12073346-3932539 b,2MASS J12073346-3932539,0,1,1,Imaging,2004,Paranal Observatory,Published Confirmed,0,<a refstr=DUCOURANT_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...477L...1D/abstract target=ref> Ducourant et al. 2008 </a>,,,,,46.000000,5.000000,-5.000000,0,,,,,,,,,1271.00000,318.00000,-318.00000,0,4.00000,1.00000,-1.00000,0,Mass,,,,,,,,,1150,150,-150,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,2825.00,157.00,-157.00,0,0.22,0.01,-0.01,0,0.19,0.02,-0.02,0,,,,,,5.03,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h07m33.38s,181.8890906,-39d32m54.38s,-39.5484399,64.3080000,0.6569000,-0.6440000,,,,11.9450000,0.0260000,-0.0260000,17.4076000,0.0021540,-0.0021540,2014-05-14,2008-01,2014-05-14
